h,demand,cf_wind,cf_solar,cf_gas
h7059,17608.7,0.155,0.013,1.0
h7060,17285.1,0.567,0.011,1.0
h7061,18751.0,0.29,0.018,1.0
h7062,18834.3,0.277,0.0,1.0
h7063,18615.7,0.159,0.0,1.0
h7064,20048.5,0.334,0.165,1.0
h7065,20806.5,0.297,0.298,1.0
h7066,20380.0,0.359,0.381,1.0
h7067,21157.4,0.355,0.441,1.0
h7068,21434.2,0.09,0.463,1.0
h7069,22812.1,0.12,0.531,1.0
h7070,19594.8,0.128,0.47,1.0
h7071,21780.5,0.133,0.413,1.0
h7072,19481.1,0.235,0.374,1.0
h7073,18448.7,0.164,0.242,1.0
h7074,19757.3,0.375,0.147,1.0
h7075,18669.8,0.361,0.0,1.0
h7076,18415.5,0.208,0.0,1.0
h7077,17485.5,0.365,0.0,1.0
h7078,18072.6,0.328,0.0,1.0
h7079,16629.7,0.173,0.0,1.0
h7080,16012.8,0.048,0.0,1.0
h7081,16570.3,0.192,0.0,1.0
h7082,17643.2,0.158,0.0,1.0
h7083,16550.0,0.226,0.0,1.0
h7084,17316.1,0.216,0.007,1.0
h7085,18350.5,0.214,0.0,1.0
h7086,17719.9,0.251,0.013,1.0
h7087,20312.9,0.112,0.0,1.0
h7088,19432.5,0.242,0.105,1.0
h7089,21614.1,0.174,0.264,1.0
h7090,22744.0,0.226,0.398,1.0
h7091,21968.7,0.286,0.489,1.0
h7092,23789.6,0.112,0.565,1.0
h7093,21170.8,0.187,0.524,1.0
h7094,22985.4,0.2,0.513,1.0
h7095,22089.2,0.169,0.433,1.0
h7096,19550.2,0.282,0.341,1.0
h7097,22365.9,0.152,0.275,1.0
h7098,19370.5,0.165,0.116,1.0
h7099,17947.0,0.153,0.037,1.0
h7100,16806.7,0.297,0.0,1.0
h7101,17144.4,0.171,0.015,1.0
h7102,16752.7,0.247,0.0,1.0
h7103,16648.5,0.368,0.0,1.0
h7104,16236.6,0.204,0.016,1.0
h7105,17092.2,0.299,0.0,1.0
h7106,16580.3,0.344,0.0,1.0
h7107,15819.5,0.292,0.0,1.0
h7108,17863.9,0.209,0.054,1.0
h7109,16800.9,0.262,0.0,1.0
h7110,19735.3,0.107,0.002,1.0
h7111,19419.0,0.148,0.0,1.0
h7112,21023.4,0.162,0.147,1.0
h7113,22525.7,0.39,0.252,1.0
h7114,21147.0,0.145,0.377,1.0
h7115,23005.2,0.144,0.481,1.0
h7116,21859.2,0.127,0.497,1.0
h7117,23452.1,0.255,0.575,1.0
h7118,21403.3,0.222,0.559,1.0
h7119,20493.0,0.298,0.488,1.0
h7120,21042.9,0.264,0.386,1.0
h7121,19373.0,0.1,0.182,1.0
h7122,18227.8,0.146,0.153,1.0
h7123,17702.0,0.32,0.0,1.0
h7124,17288.5,0.195,0.0,1.0
h7125,17743.4,0.306,0.0,1.0
h7126,14614.9,0.199,0.015,1.0
h7127,15851.6,0.134,0.0,1.0
h7128,16201.8,0.187,0.004,1.0
h7129,15928.8,0.134,0.027,1.0
h7130,17089.2,0.166,0.0,1.0
h7131,16422.7,0.227,0.036,1.0
h7132,16915.3,0.252,0.0,1.0
h7133,18214.6,0.084,0.018,1.0
h7134,18545.1,0.21,0.0,1.0
h7135,18872.4,0.164,0.031,1.0
h7136,20258.3,0.159,0.168,1.0
h7137,19876.9,0.222,0.288,1.0
h7138,20314.9,0.167,0.376,1.0
h7139,20606.6,0.322,0.433,1.0
h7140,22137.5,0.307,0.518,1.0
h7141,18300.0,0.306,0.582,1.0
h7142,20818.9,0.172,0.534,1.0
h7143,19981.2,0.135,0.429,1.0
h7144,17919.8,0.218,0.355,1.0
h7145,18725.6,0.2,0.312,1.0
h7146,18024.3,0.163,0.157,1.0
h7147,17286.9,0.118,0.0,1.0
h7148,13923.8,0.209,0.0,1.0
h7149,16475.6,0.18,0.0,1.0
h7150,14278.5,0.267,0.0,1.0
h7151,15084.4,0.265,0.0,1.0
h7152,14994.0,0.3,0.074,1.0
h7153,13771.0,0.111,0.0,1.0
h7154,15269.0,0.244,0.0,1.0
h7155,14875.7,0.154,0.039,1.0
h7156,14112.4,0.115,0.022,1.0
h7157,17387.8,0.178,0.0,1.0
h7158,16566.7,0.298,0.0,1.0
h7159,17232.2,0.183,0.0,1.0
h7160,18265.7,0.338,0.135,1.0
h7161,19372.9,0.256,0.284,1.0
h7162,19529.4,0.181,0.425,1.0
h7163,20255.7,0.305,0.462,1.0
h7164,18790.5,0.248,0.531,1.0
h7165,19110.1,0.138,0.527,1.0
h7166,19258.8,0.361,0.544,1.0
h7167,20344.8,0.233,0.505,1.0
h7168,18071.3,0.214,0.412,1.0
h7169,18270.6,0.144,0.243,1.0
h7170,16627.2,0.307,0.149,1.0
h7171,15410.6,0.254,0.0,1.0
h7172,14861.2,0.263,0.03,1.0
h7173,14293.6,0.172,0.0,1.0
h7174,14431.2,0.28,0.0,1.0
h7175,14749.5,0.286,0.0,1.0
h7176,13839.9,0.16,0.014,1.0
h7177,14610.5,0.1,0.007,1.0
h7178,13195.8,0.26,0.0,1.0
h7179,14119.2,0.087,0.0,1.0
h7180,14497.5,0.225,0.0,1.0
h7181,16054.3,0.177,0.0,1.0
h7182,16291.3,0.311,0.0,1.0
h7183,17934.8,0.182,0.029,1.0
h7184,17322.8,0.302,0.118,1.0
h7185,18714.0,0.172,0.284,1.0
h7186,19694.8,0.293,0.399,1.0
h7187,17781.4,0.378,0.515,1.0
h7188,21222.5,0.128,0.576,1.0
h7189,19187.9,0.237,0.583,1.0
h7190,17489.6,0.434,0.554,1.0
h7191,18759.0,0.219,0.456,1.0
h7192,18043.4,0.219,0.366,1.0
h7193,17239.6,0.277,0.256,1.0
h7194,17340.7,0.217,0.168,1.0
h7195,16395.5,0.077,0.002,1.0
h7196,15345.6,0.305,0.026,1.0
h7197,14885.7,0.054,0.03,1.0
h7198,14010.5,0.181,0.0,1.0
h7199,15264.2,0.311,0.001,1.0
h7200,12610.7,0.186,0.0,1.0
h7201,14062.2,0.159,0.0,1.0
h7202,14356.6,0.285,0.0,1.0
h7203,15485.2,0.146,0.036,1.0
h7204,14831.8,0.117,0.002,1.0
h7205,14883.4,0.236,0.0,1.0
h7206,17224.5,0.2,0.0,1.0
h7207,18140.7,0.115,0.02,1.0
h7208,19867.5,0.265,0.117,1.0
h7209,18314.1,0.252,0.298,1.0
h7210,20761.6,0.186,0.416,1.0
h7211,22060.8,0.191,0.48,1.0
h7212,19995.9,0.252,0.559,1.0
h7213,19193.2,0.31,0.575,1.0
h7214,19633.1,0.192,0.549,1.0
h7215,19529.1,0.267,0.494,1.0
h7216,19388.1,0.26,0.405,1.0
h7217,17786.2,0.285,0.289,1.0
h7218,18778.5,0.218,0.149,1.0
h7219,15923.6,0.142,0.0,1.0
h7220,14763.2,0.178,0.0,1.0
h7221,16486.4,0.242,0.008,1.0
h7222,13376.4,0.361,0.003,1.0
h7223,14807.7,0.176,0.029,1.0
h7224,17439.1,0.28,0.019,1.0
h7225,15113.6,0.189,0.0,1.0
h7226,14601.0,0.224,0.0,1.0
h7227,16000.3,0.337,0.0,1.0
h7228,16694.9,0.277,0.0,1.0
h7229,17650.7,0.116,0.0,1.0
h7230,18886.1,0.17,0.018,1.0
h7231,18353.5,0.316,0.005,1.0
h7232,21304.8,0.227,0.186,1.0
h7233,20813.6,0.124,0.295,1.0
h7234,21712.8,0.15,0.382,1.0
h7235,20962.3,0.272,0.484,1.0
h7236,22627.9,0.295,0.574,1.0
h7237,21322.0,0.217,0.528,1.0
h7238,21481.4,0.414,0.516,1.0
h7239,20069.4,0.282,0.5,1.0
h7240,19433.0,0.196,0.436,1.0
h7241,20097.0,0.151,0.328,1.0
h7242,18458.4,0.138,0.143,1.0
h7243,17401.2,0.243,0.032,1.0
h7244,16897.3,0.177,0.002,1.0
h7245,17404.1,0.35,0.0,1.0
h7246,15921.5,0.334,0.0,1.0
h7247,16088.6,0.267,0.0,1.0
h7248,16150.0,0.122,0.028,1.0
h7249,14762.1,0.163,0.0,1.0
h7250,15471.5,0.317,0.0,1.0
h7251,17442.5,0.171,0.0,1.0
h7252,17248.0,0.306,0.0,1.0
h7253,19443.0,0.255,0.0,1.0
h7254,20177.0,0.221,0.0,1.0
h7255,20777.8,0.16,0.007,1.0
h7256,22397.2,0.209,0.119,1.0
h7257,21505.2,0.232,0.321,1.0
h7258,22570.9,0.299,0.447,1.0
h7259,21882.7,0.146,0.474,1.0
h7260,24409.8,0.196,0.554,1.0
h7261,23926.1,0.221,0.613,1.0
h7262,22041.9,0.27,0.563,1.0
h7263,21858.4,0.144,0.463,1.0
h7264,22010.5,0.112,0.408,1.0
h7265,20079.5,0.271,0.266,1.0
h7266,18896.2,0.096,0.184,1.0
h7267,19348.2,0.32,0.018,1.0
h7268,17995.1,0.205,0.0,1.0
h7269,17466.8,0.094,0.004,1.0
h7270,16187.2,0.179,0.0,1.0
h7271,15192.3,0.248,0.0,1.0
h7272,16663.8,0.175,0.047,1.0
h7273,17309.6,0.219,0.002,1.0
h7274,16709.7,0.277,0.028,1.0
h7275,18516.6,0.202,0.007,1.0
h7276,17420.2,0.143,0.039,1.0
h7277,17851.1,0.194,0.0,1.0
h7278,19398.5,0.331,0.0,1.0
h7279,20136.4,0.353,0.049,1.0
h7280,21508.7,0.056,0.181,1.0
h7281,20854.4,0.305,0.334,1.0
h7282,23000.5,0.238,0.416,1.0
h7283,23729.7,0.292,0.494,1.0
h7284,22174.6,0.174,0.539,1.0
h7285,23049.3,0.077,0.557,1.0
h7286,20850.3,0.265,0.594,1.0
h7287,22025.6,0.143,0.527,1.0
h7288,21330.9,0.107,0.416,1.0
h7289,20412.4,0.113,0.311,1.0
h7290,18888.6,0.267,0.157,1.0
h7291,15720.8,0.23,0.029,1.0
h7292,16810.8,0.281,0.029,1.0
h7293,16168.9,0.272,0.0,1.0
h7294,15379.5,0.185,0.008,1.0
h7295,15930.9,0.213,0.0,1.0
h7296,15366.7,0.178,0.004,1.0
h7297,15114.4,0.202,0.018,1.0
h7298,15194.3,0.141,0.0,1.0
h7299,15909.7,0.25,0.0,1.0
h7300,17960.2,0.305,0.0,1.0
h7301,17211.9,0.154,0.007,1.0
h7302,18053.7,0.322,0.0,1.0
h7303,18819.4,0.228,0.0,1.0
h7304,20116.6,0.238,0.152,1.0
h7305,20763.9,0.083,0.248,1.0
h7306,18368.1,0.075,0.414,1.0
h7307,21846.3,0.231,0.503,1.0
h7308,22204.2,0.283,0.572,1.0
h7309,20036.6,0.166,0.58,1.0
h7310,19724.6,0.353,0.531,1.0
h7311,19593.6,0.278,0.506,1.0
h7312,18659.7,0.147,0.45,1.0
h7313,18657.0,0.222,0.337,1.0
h7314,16086.5,0.418,0.228,1.0
h7315,15920.9,0.12,0.051,1.0
h7316,17276.6,0.262,0.0,1.0
h7317,14639.9,0.194,0.0,1.0
h7318,15863.4,0.276,0.0,1.0
h7319,14819.4,0.321,0.0,1.0
h7320,12953.7,0.189,0.002,1.0
h7321,14980.7,0.31,0.072,1.0
h7322,14646.5,0.398,0.0,1.0
h7323,14819.8,0.226,0.0,1.0
h7324,15965.5,0.283,0.049,1.0
h7325,16833.3,0.173,0.0,1.0
h7326,17752.8,0.222,0.012,1.0
h7327,18858.4,0.206,0.031,1.0
h7328,18914.6,0.284,0.17,1.0
h7329,18054.6,0.317,0.307,1.0
h7330,19196.3,0.212,0.454,1.0
h7331,22171.7,0.343,0.495,1.0
h7332,20441.6,0.343,0.568,1.0
h7333,21599.5,0.288,0.62,1.0
h7334,20467.9,0.18,0.521,1.0
h7335,19019.9,0.172,0.566,1.0
h7336,18403.5,0.156,0.436,1.0
h7337,17373.1,0.297,0.307,1.0
h7338,15206.2,0.124,0.108,1.0
h7339,15812.0,0.275,0.0,1.0
h7340,16027.1,0.135,0.0,1.0
h7341,13948.6,0.287,0.024,1.0
h7342,14277.8,0.223,0.0,1.0
h7343,14331.1,0.328,0.024,1.0
h7344,12824.4,0.313,0.0,1.0
h7345,13299.8,0.336,0.0,1.0
h7346,13153.3,0.338,0.008,1.0
h7347,13793.2,0.233,0.008,1.0
h7348,14046.9,0.129,0.0,1.0
h7349,15082.4,0.137,0.019,1.0
h7350,17714.0,0.055,0.0,1.0
h7351,16618.6,0.135,0.0,1.0
h7352,18168.8,0.227,0.162,1.0
h7353,18277.3,0.177,0.294,1.0
h7354,20088.4,0.207,0.376,1.0
h7355,20482.5,0.261,0.551,1.0
h7356,20216.4,0.198,0.552,1.0
h7357,19659.3,0.132,0.608,1.0
h7358,18924.8,0.218,0.594,1.0
h7359,17679.0,0.15,0.53,1.0
h7360,19571.4,0.201,0.467,1.0
h7361,16697.4,0.33,0.304,1.0
h7362,17078.6,0.201,0.171,1.0
h7363,16645.2,0.364,0.0,1.0
h7364,14663.0,0.337,0.018,1.0
h7365,15356.0,0.176,0.042,1.0
h7366,14705.4,0.134,0.004,1.0
h7367,15226.2,0.218,0.023,1.0
h7368,13418.6,0.315,0.044,1.0
h7369,12921.8,0.184,0.041,1.0
h7370,13900.2,0.295,0.0,1.0
h7371,15001.6,0.32,0.031,1.0
h7372,15553.5,0.161,0.007,1.0
h7373,15963.6,0.169,0.034,1.0
h7374,15571.6,0.28,0.017,1.0
h7375,18292.1,0.235,0.008,1.0
h7376,20253.7,0.168,0.172,1.0
h7377,19701.8,0.195,0.316,1.0
h7378,20325.2,0.218,0.445,1.0
h7379,20624.8,0.098,0.529,1.0
h7380,20615.7,0.285,0.588,1.0
h7381,20971.3,0.185,0.67,1.0
h7382,20275.0,0.001,0.611,1.0
h7383,19267.7,0.222,0.518,1.0
h7384,18300.2,0.164,0.429,1.0
h7385,18060.1,0.359,0.341,1.0
h7386,17785.6,0.177,0.138,1.0
h7387,16562.4,0.136,0.0,1.0
h7388,16406.1,0.264,0.0,1.0
h7389,15952.4,0.171,0.0,1.0
h7390,15862.7,0.162,0.0,1.0
h7391,15997.3,0.265,0.0,1.0
h7392,15007.3,0.141,0.042,1.0
h7393,14077.0,0.108,0.0,1.0
h7394,15221.5,0.362,0.0,1.0
h7395,16081.5,0.271,0.0,1.0
h7396,15266.9,0.203,0.0,1.0
h7397,18633.1,0.224,0.0,1.0
h7398,18470.2,0.265,0.0,1.0
h7399,19489.9,0.302,0.062,1.0
h7400,21047.2,0.164,0.181,1.0
h7401,20113.4,0.254,0.305,1.0
h7402,21590.6,0.184,0.462,1.0
h7403,21377.0,0.21,0.524,1.0
h7404,21451.6,0.238,0.578,1.0
h7405,20909.8,0.224,0.675,1.0
h7406,22591.9,0.284,0.569,1.0
h7407,20515.5,0.264,0.53,1.0
h7408,20790.1,0.104,0.451,1.0
h7409,18046.4,0.116,0.284,1.0
h7410,19757.3,0.196,0.181,1.0
h7411,18926.0,0.371,0.0,1.0
h7412,17489.8,0.157,0.02,1.0
h7413,16663.3,0.209,0.018,1.0
h7414,16744.7,0.182,0.0,1.0
h7415,18013.8,0.181,0.051,1.0
h7416,14727.4,0.24,0.0,1.0
h7417,16921.6,0.338,0.04,1.0
h7418,15919.1,0.262,0.035,1.0
h7419,17157.6,0.161,0.053,1.0
h7420,17639.3,0.446,0.005,1.0
h7421,18255.0,0.232,0.0,1.0
h7422,19395.2,0.18,0.062,1.0
h7423,19295.1,0.339,0.0,1.0
h7424,21764.7,0.188,0.139,1.0
h7425,20136.4,0.359,0.309,1.0
h7426,22483.6,0.156,0.416,1.0
h7427,22089.0,0.341,0.562,1.0
h7428,21511.1,0.242,0.591,1.0
h7429,22501.1,0.33,0.622,1.0
h7430,20786.8,0.378,0.639,1.0
h7431,21580.9,0.136,0.566,1.0
h7432,19784.7,0.329,0.447,1.0
h7433,20566.2,0.114,0.321,1.0
h7434,18682.0,0.143,0.164,1.0
h7435,18288.2,0.162,0.0,1.0
h7436,18167.6,0.267,0.0,1.0
h7437,16702.4,0.229,0.015,1.0
h7438,16808.3,0.213,0.0,1.0
h7439,15355.3,0.239,0.013,1.0
h7440,16979.5,0.274,0.0,1.0
h7441,17997.6,0.28,0.0,1.0
h7442,19124.2,0.315,0.0,1.0
h7443,17440.4,0.373,0.0,1.0
h7444,18613.9,0.225,0.039,1.0
h7445,17270.4,0.186,0.022,1.0
h7446,20654.5,0.276,0.0,1.0
h7447,20823.4,0.136,0.013,1.0
h7448,20505.6,0.173,0.153,1.0
h7449,22464.1,0.307,0.298,1.0
h7450,21702.4,0.218,0.406,1.0
h7451,21789.8,0.131,0.581,1.0
h7452,22586.2,0.108,0.575,1.0
h7453,21198.8,0.232,0.636,1.0
h7454,22512.8,0.319,0.588,1.0
h7455,20320.7,0.318,0.576,1.0
h7456,19653.1,0.237,0.442,1.0
h7457,18993.9,0.389,0.315,1.0
h7458,19508.6,0.22,0.162,1.0
h7459,17590.8,0.217,0.009,1.0
h7460,16245.8,0.023,0.0,1.0
h7461,16185.1,0.192,0.0,1.0
h7462,16136.5,0.296,0.0,1.0
h7463,14888.4,0.353,0.0,1.0
h7464,14780.6,0.162,0.0,1.0
h7465,17463.1,0.265,0.022,1.0
h7466,15352.9,0.312,0.0,1.0
h7467,16223.7,0.23,0.0,1.0
h7468,16769.2,0.046,0.0,1.0
h7469,17403.6,0.249,0.0,1.0
h7470,18962.7,0.29,0.0,1.0
h7471,19943.3,0.153,0.027,1.0
h7472,19600.7,0.209,0.15,1.0
h7473,19409.7,0.137,0.334,1.0
h7474,21823.4,0.023,0.437,1.0
h7475,20952.7,0.311,0.577,1.0
h7476,22439.3,0.229,0.612,1.0
h7477,19080.3,0.357,0.608,1.0
h7478,20658.7,0.298,0.615,1.0
h7479,21488.7,0.201,0.614,1.0
h7480,18981.9,0.223,0.51,1.0
h7481,18297.5,0.275,0.337,1.0
h7482,17880.1,0.307,0.163,1.0
h7483,16368.2,0.255,0.009,1.0
h7484,15795.6,0.318,0.01,1.0
h7485,15112.3,0.206,0.0,1.0
h7486,14366.7,0.15,0.013,1.0
h7487,15518.2,0.225,0.006,1.0
h7488,14770.0,0.246,0.0,1.0
h7489,14672.9,0.134,0.0,1.0
h7490,15387.5,0.123,0.0,1.0
h7491,14972.7,0.266,0.024,1.0
h7492,15150.1,0.198,0.0,1.0
h7493,15971.5,0.217,0.009,1.0
h7494,17188.1,0.202,0.0,1.0
h7495,17068.4,0.352,0.0,1.0
h7496,18187.9,0.331,0.161,1.0
h7497,18742.2,0.132,0.294,1.0
h7498,21274.9,0.188,0.427,1.0
h7499,17598.2,0.299,0.6,1.0
h7500,19718.3,0.279,0.616,1.0
h7501,21084.6,0.227,0.629,1.0
h7502,19449.1,0.14,0.678,1.0
h7503,19429.2,0.176,0.589,1.0
h7504,18242.2,0.19,0.45,1.0
h7505,16868.5,0.253,0.339,1.0
h7506,14802.9,0.367,0.162,1.0
h7507,15961.9,0.176,0.0,1.0
h7508,14438.1,0.149,0.014,1.0
h7509,13788.1,0.223,0.0,1.0
h7510,13549.1,0.314,0.002,1.0
h7511,15045.7,0.116,0.031,1.0
h7512,15476.0,0.348,0.027,1.0
h7513,13834.6,0.218,0.0,1.0
h7514,13595.8,0.173,0.015,1.0
h7515,13509.1,0.104,0.0,1.0
h7516,15451.8,0.288,0.014,1.0
h7517,17229.1,0.218,0.004,1.0
h7518,16380.6,0.246,0.011,1.0
h7519,15447.8,0.16,0.0,1.0
h7520,18603.6,0.207,0.233,1.0
h7521,19467.9,0.193,0.301,1.0
h7522,17876.7,0.224,0.494,1.0
h7523,19574.8,0.179,0.539,1.0
h7524,19886.1,0.11,0.651,1.0
h7525,19355.9,0.451,0.675,1.0
h7526,18477.0,0.123,0.638,1.0
h7527,19445.3,0.247,0.556,1.0
h7528,17693.9,0.091,0.47,1.0
h7529,16117.0,0.073,0.338,1.0
h7530,14908.2,0.241,0.224,1.0
h7531,16806.2,0.247,0.0,1.0
h7532,15600.6,0.334,0.0,1.0
h7533,14596.0,0.265,0.009,1.0
h7534,13741.8,0.221,0.0,1.0
h7535,13420.6,0.157,0.0,1.0
h7536,12933.5,0.353,0.032,1.0
h7537,13605.3,0.307,0.0,1.0
h7538,12608.5,0.134,0.0,1.0
h7539,14245.7,0.236,0.0,1.0
h7540,15258.1,0.245,0.0,1.0
h7541,16766.2,0.206,0.072,1.0
h7542,17067.1,0.295,0.018,1.0
h7543,18551.7,0.3,0.029,1.0
h7544,19755.1,0.218,0.169,1.0
h7545,20176.9,0.211,0.355,1.0
h7546,20214.3,0.354,0.417,1.0
h7547,20176.3,0.308,0.607,1.0
h7548,19513.5,0.24,0.617,1.0
h7549,20817.9,0.104,0.649,1.0
h7550,21302.5,0.262,0.658,1.0
h7551,19791.5,0.29,0.586,1.0
h7552,20470.8,0.014,0.473,1.0
h7553,17038.8,0.254,0.292,1.0
h7554,16611.0,0.201,0.175,1.0
h7555,17499.4,0.217,0.029,1.0
h7556,16366.0,0.162,0.0,1.0
h7557,16652.1,0.223,0.039,1.0
h7558,15183.8,0.346,0.0,1.0
h7559,14276.7,0.199,0.0,1.0
h7560,14774.0,0.312,0.046,1.0
h7561,13897.1,0.17,0.0,1.0
h7562,14594.7,0.296,0.032,1.0
h7563,16824.2,0.235,0.059,1.0
h7564,17433.7,0.263,0.005,1.0
h7565,17812.6,0.236,0.0,1.0
h7566,16979.4,0.286,0.0,1.0
h7567,18898.0,0.03,0.039,1.0
h7568,18974.8,0.122,0.212,1.0
h7569,21558.7,0.269,0.379,1.0
h7570,20664.4,0.072,0.473,1.0
h7571,20596.3,0.193,0.612,1.0
h7572,21622.7,0.231,0.647,1.0
h7573,21015.5,0.169,0.645,1.0
h7574,22446.4,0.18,0.683,1.0
h7575,20228.0,0.258,0.631,1.0
h7576,19111.1,0.317,0.445,1.0
h7577,17824.1,0.159,0.305,1.0
h7578,18788.7,0.19,0.175,1.0
h7579,17634.7,0.178,0.029,1.0
h7580,16268.8,0.042,0.0,1.0
h7581,17796.3,0.248,0.007,1.0
h7582,16958.5,0.311,0.0,1.0
h7583,16160.2,0.318,0.021,1.0
h7584,17229.4,0.167,0.0,1.0
h7585,16826.0,0.136,0.023,1.0
h7586,15990.1,0.238,0.0,1.0
h7587,16342.1,0.303,0.0,1.0
h7588,18492.0,0.249,0.002,1.0
h7589,18914.7,0.26,0.0,1.0
h7590,19539.4,0.328,0.0,1.0
h7591,19525.2,0.178,0.01,1.0
h7592,21427.8,0.219,0.122,1.0
h7593,20967.3,0.368,0.262,1.0
h7594,21970.2,0.221,0.409,1.0
h7595,23507.8,0.136,0.627,1.0
h7596,21919.2,0.184,0.653,1.0
h7597,21080.8,0.162,0.662,1.0
h7598,21190.3,0.266,0.684,1.0
h7599,22344.6,0.166,0.576,1.0
h7600,21126.8,0.259,0.488,1.0
h7601,20094.1,0.179,0.341,1.0
h7602,19014.2,0.068,0.162,1.0
h7603,19037.3,0.262,0.009,1.0
h7604,17253.1,0.25,0.023,1.0
h7605,17565.0,0.279,0.0,1.0
h7606,16269.6,0.184,0.0,1.0
h7607,15848.3,0.176,0.0,1.0
h7608,15964.9,0.27,0.0,1.0
h7609,16285.3,0.36,0.008,1.0
h7610,16851.3,0.239,0.0,1.0
h7611,17555.9,0.272,0.019,1.0
h7612,15032.7,0.213,0.0,1.0
h7613,18048.8,0.115,0.003,1.0
h7614,19139.0,0.316,0.021,1.0
h7615,21406.5,0.311,0.0,1.0
h7616,20028.7,0.296,0.188,1.0
h7617,21604.6,0.224,0.35,1.0
h7618,23102.0,0.287,0.478,1.0
h7619,21105.8,0.31,0.565,1.0
h7620,22521.1,0.369,0.679,1.0
h7621,21407.7,0.318,0.706,1.0
h7622,21291.7,0.244,0.666,1.0
h7623,20523.0,0.135,0.562,1.0
h7624,19907.6,0.252,0.469,1.0
h7625,21899.2,0.26,0.341,1.0
h7626,19576.6,0.296,0.198,1.0
h7627,18965.6,0.348,0.0,1.0
h7628,17717.8,0.232,0.0,1.0
h7629,15384.6,0.408,0.0,1.0
h7630,16478.1,0.099,0.0,1.0
h7631,16691.5,0.273,0.0,1.0
h7632,15019.2,0.176,0.0,1.0
h7633,16546.3,0.087,0.0,1.0
h7634,16604.8,0.224,0.0,1.0
h7635,17963.8,0.123,0.0,1.0
h7636,16728.7,0.227,0.0,1.0
h7637,16862.6,0.243,0.015,1.0
h7638,18176.4,0.33,0.0,1.0
h7639,20333.2,0.12,0.003,1.0
h7640,18382.7,0.313,0.154,1.0
h7641,18744.2,0.248,0.327,1.0
h7642,20875.4,0.323,0.498,1.0
h7643,20674.9,0.206,0.606,1.0
h7644,21061.3,0.134,0.656,1.0
h7645,21633.0,0.143,0.684,1.0
h7646,20060.4,0.138,0.625,1.0
h7647,18455.4,0.279,0.642,1.0
h7648,20900.1,0.359,0.51,1.0
h7649,17680.1,0.196,0.366,1.0
h7650,16796.5,0.291,0.132,1.0
h7651,17698.2,0.119,0.0,1.0
h7652,15737.6,0.256,0.0,1.0
h7653,15331.8,0.295,0.0,1.0
h7654,15254.9,0.126,0.027,1.0
h7655,15402.0,0.225,0.044,1.0
h7656,14134.4,0.299,0.062,1.0
h7657,15688.4,0.007,0.0,1.0
h7658,13032.0,0.349,0.004,1.0
h7659,15792.0,0.27,0.04,1.0
h7660,15097.9,0.299,0.0,1.0
h7661,17551.4,0.209,0.0,1.0
h7662,17300.3,0.104,0.0,1.0
h7663,17377.4,0.285,0.034,1.0
h7664,19118.4,0.236,0.18,1.0
h7665,19869.7,0.245,0.327,1.0
h7666,20088.8,0.329,0.502,1.0
h7667,18993.5,0.303,0.609,1.0
h7668,19474.8,0.396,0.68,1.0
h7669,19700.8,0.255,0.692,1.0
h7670,19318.6,0.187,0.724,1.0
h7671,19426.3,0.228,0.601,1.0
h7672,16550.4,0.276,0.543,1.0
h7673,17669.8,0.324,0.367,1.0
h7674,16364.4,0.126,0.192,1.0
h7675,15126.8,0.244,0.0,1.0
h7676,14464.6,0.372,0.029,1.0
h7677,14256.7,0.224,0.003,1.0
h7678,12000.0,0.318,0.0,1.0
h7679,13088.8,0.283,0.0,1.0
h7680,12851.5,0.32,0.013,1.0
h7681,14087.1,0.179,0.0,1.0
h7682,13323.2,0.179,0.0,1.0
h7683,14278.8,0.245,0.032,1.0
h7684,16310.8,0.121,0.009,1.0
h7685,16598.3,0.222,0.0,1.0
h7686,17300.3,0.264,0.042,1.0
h7687,16951.1,0.387,0.016,1.0
h7688,18502.0,0.276,0.213,1.0
h7689,18492.4,0.294,0.284,1.0
h7690,18988.5,0.337,0.508,1.0
h7691,19761.4,0.167,0.635,1.0
h7692,19047.6,0.231,0.732,1.0
h7693,20608.8,0.438,0.661,1.0
h7694,18981.5,0.238,0.718,1.0
h7695,19127.2,0.334,0.661,1.0
h7696,19181.1,0.322,0.439,1.0
h7697,18130.4,0.126,0.368,1.0
h7698,15420.6,0.27,0.201,1.0
h7699,16153.5,0.257,0.0,1.0
h7700,15787.8,0.271,0.0,1.0
h7701,15239.1,0.185,0.02,1.0
h7702,13203.4,0.156,0.0,1.0
h7703,13318.2,0.207,0.0,1.0
h7704,14589.7,0.237,0.024,1.0
h7705,13341.1,0.34,0.053,1.0
h7706,14064.8,0.391,0.016,1.0
h7707,16095.3,0.357,0.004,1.0
h7708,15468.7,0.314,0.0,1.0
h7709,15696.9,0.165,0.0,1.0
h7710,16396.9,0.213,0.033,1.0
h7711,18181.9,0.263,0.0,1.0
h7712,17609.3,0.195,0.218,1.0
h7713,19132.5,0.292,0.345,1.0
h7714,20104.5,0.304,0.483,1.0
h7715,21206.2,0.289,0.629,1.0
h7716,20832.1,0.328,0.685,1.0
h7717,19654.7,0.174,0.676,1.0
h7718,20901.4,0.321,0.742,1.0
h7719,19278.2,0.191,0.598,1.0
h7720,17948.5,0.171,0.532,1.0
h7721,18121.6,0.289,0.382,1.0
h7722,18684.9,0.344,0.147,1.0
h7723,16947.4,0.286,0.0,1.0
