'demand' 'cf_wind' 'cf_solar' 'cf_gas' 'co2_gas'
h6370 19557.4 0.187 0.247 1.0 0.400
h6371 21000.3 0.259 0.320 1.0 0.400
h6372 19783.7 0.151 0.326 1.0 0.400
h6373 19717.9 0.164 0.369 1.0 0.400
h6374 21118.5 0.185 0.327 1.0 0.400
h6375 19870.4 0.210 0.288 1.0 0.400
h6376 19707.7 0.186 0.287 1.0 0.400
h6377 17882.6 0.136 0.192 1.0 0.400
h6378 18328.5 0.132 0.098 1.0 0.400
h6379 16484.1 0.209 0.000 1.0 0.400
h6380 16984.5 0.241 0.000 1.0 0.400
h6381 15758.7 0.358 0.027 1.0 0.400
h6382 16282.3 0.278 0.045 1.0 0.400
h6383 14405.5 0.225 0.005 1.0 0.400
h6384 14418.4 0.412 0.000 1.0 0.400
h6385 15668.8 0.160 0.039 1.0 0.400
h6386 15564.4 0.136 0.034 1.0 0.400
h6387 15443.1 0.175 0.006 1.0 0.400
h6388 15862.3 0.225 0.047 1.0 0.400
h6389 18869.6 0.306 0.000 1.0 0.400
h6390 17985.0 0.360 0.015 1.0 0.400
h6391 19134.4 0.255 0.000 1.0 0.400
h6392 19083.7 0.149 0.078 1.0 0.400
h6393 20668.7 0.108 0.129 1.0 0.400
h6394 21752.3 0.133 0.239 1.0 0.400
h6395 23143.9 0.269 0.258 1.0 0.400
h6396 21495.4 0.222 0.343 1.0 0.400
h6397 21221.3 0.000 0.336 1.0 0.400
h6398 21972.4 0.057 0.369 1.0 0.400
h6399 20302.9 0.312 0.282 1.0 0.400
h6400 21096.8 0.215 0.225 1.0 0.400
h6401 19175.7 0.138 0.238 1.0 0.400
h6402 19046.7 0.256 0.111 1.0 0.400
h6403 19343.8 0.243 0.006 1.0 0.400
h6404 16414.7 0.157 0.000 1.0 0.400
h6405 16241.5 0.148 0.000 1.0 0.400
h6406 16969.4 0.140 0.000 1.0 0.400
h6407 16528.6 0.250 0.000 1.0 0.400
h6408 15395.2 0.101 0.000 1.0 0.400
h6409 15422.1 0.122 0.049 1.0 0.400
h6410 16870.9 0.159 0.000 1.0 0.400
h6411 17521.1 0.172 0.000 1.0 0.400
h6412 18267.2 0.195 0.017 1.0 0.400
h6413 19075.8 0.320 0.000 1.0 0.400
h6414 19527.3 0.241 0.047 1.0 0.400
h6415 20065.7 0.234 0.000 1.0 0.400
h6416 20938.4 0.141 0.052 1.0 0.400
h6417 21636.2 0.181 0.144 1.0 0.400
h6418 20731.1 0.217 0.263 1.0 0.400
h6419 23794.8 0.191 0.259 1.0 0.400
h6420 21664.9 0.295 0.338 1.0 0.400
h6421 22692.2 0.256 0.373 1.0 0.400
h6422 22786.9 0.237 0.335 1.0 0.400
h6423 21348.1 0.234 0.318 1.0 0.400
h6424 21041.0 0.152 0.209 1.0 0.400
h6425 20726.6 0.223 0.222 1.0 0.400
h6426 18961.4 0.200 0.068 1.0 0.400
h6427 18490.4 0.144 0.031 1.0 0.400
h6428 16481.1 0.257 0.000 1.0 0.400
h6429 17322.0 0.256 0.000 1.0 0.400
h6430 17847.6 0.142 0.000 1.0 0.400
h6431 16049.1 0.214 0.034 1.0 0.400
h6432 15753.7 0.189 0.000 1.0 0.400
h6433 17003.5 0.280 0.000 1.0 0.400
h6434 16018.9 0.298 0.000 1.0 0.400
h6435 17063.4 0.166 0.000 1.0 0.400
h6436 16799.7 0.231 0.000 1.0 0.400
h6437 18514.4 0.115 0.004 1.0 0.400
h6438 20090.6 0.280 0.003 1.0 0.400
h6439 19867.9 0.176 0.019 1.0 0.400
h6440 21638.1 0.172 0.122 1.0 0.400
h6441 21327.4 0.289 0.111 1.0 0.400
h6442 22171.4 0.315 0.236 1.0 0.400
h6443 21973.3 0.150 0.356 1.0 0.400
h6444 20774.3 0.104 0.358 1.0 0.400
h6445 22084.5 0.178 0.308 1.0 0.400
h6446 21993.6 0.464 0.361 1.0 0.400
h6447 20526.6 0.236 0.305 1.0 0.400
h6448 20173.9 0.248 0.288 1.0 0.400
h6449 18349.9 0.185 0.175 1.0 0.400
h6450 17607.6 0.236 0.100 1.0 0.400
h6451 18125.0 0.139 0.048 1.0 0.400
h6452 17389.7 0.338 0.052 1.0 0.400
h6453 16638.0 0.117 0.000 1.0 0.400
h6454 16051.0 0.265 0.000 1.0 0.400
h6455 15163.8 0.153 0.000 1.0 0.400
h6456 15125.7 0.187 0.000 1.0 0.400
h6457 15277.2 0.275 0.000 1.0 0.400
h6458 17315.4 0.192 0.055 1.0 0.400
h6459 17938.5 0.093 0.000 1.0 0.400
h6460 15955.2 0.249 0.000 1.0 0.400
h6461 17661.6 0.218 0.000 1.0 0.400
h6462 18872.4 0.228 0.000 1.0 0.400
h6463 18539.1 0.174 0.026 1.0 0.400
h6464 20641.7 0.216 0.047 1.0 0.400
h6465 20134.3 0.133 0.220 1.0 0.400
h6466 20812.1 0.223 0.263 1.0 0.400
h6467 20511.9 0.186 0.319 1.0 0.400
h6468 21525.8 0.167 0.388 1.0 0.400
h6469 21321.9 0.201 0.403 1.0 0.400
h6470 20579.9 0.213 0.355 1.0 0.400
h6471 20095.7 0.093 0.372 1.0 0.400
h6472 19369.0 0.236 0.309 1.0 0.400
h6473 17855.2 0.106 0.184 1.0 0.400
h6474 16545.4 0.281 0.045 1.0 0.400
h6475 16971.6 0.295 0.050 1.0 0.400
h6476 17089.0 0.173 0.005 1.0 0.400
h6477 15841.9 0.317 0.048 1.0 0.400
h6478 15169.4 0.233 0.000 1.0 0.400
h6479 16774.8 0.420 0.006 1.0 0.400
h6480 14187.9 0.145 0.000 1.0 0.400
h6481 14509.6 0.259 0.038 1.0 0.400
h6482 14223.5 0.212 0.030 1.0 0.400
h6483 14876.6 0.162 0.012 1.0 0.400
h6484 16970.6 0.183 0.042 1.0 0.400
h6485 15348.7 0.285 0.032 1.0 0.400
h6486 15741.3 0.210 0.013 1.0 0.400
h6487 17633.8 0.380 0.018 1.0 0.400
h6488 19396.8 0.318 0.065 1.0 0.400
h6489 19121.2 0.302 0.154 1.0 0.400
h6490 19632.5 0.065 0.276 1.0 0.400
h6491 18843.7 0.159 0.335 1.0 0.400
h6492 19625.6 0.223 0.363 1.0 0.400
h6493 19435.5 0.205 0.367 1.0 0.400
h6494 18759.3 0.204 0.357 1.0 0.400
h6495 19158.5 0.240 0.379 1.0 0.400
h6496 20047.0 0.206 0.249 1.0 0.400
h6497 17028.4 0.245 0.178 1.0 0.400
h6498 16956.1 0.141 0.070 1.0 0.400
h6499 16133.6 0.041 0.028 1.0 0.400
h6500 14727.6 0.111 0.025 1.0 0.400
h6501 13836.0 0.072 0.000 1.0 0.400
h6502 13882.3 0.117 0.004 1.0 0.400
h6503 13326.4 0.227 0.063 1.0 0.400
h6504 13501.2 0.187 0.000 1.0 0.400
h6505 12682.1 0.186 0.014 1.0 0.400
h6506 13233.1 0.241 0.000 1.0 0.400
h6507 15059.7 0.208 0.011 1.0 0.400
h6508 13075.1 0.205 0.026 1.0 0.400
h6509 14745.6 0.258 0.034 1.0 0.400
h6510 16264.3 0.130 0.001 1.0 0.400
h6511 16807.5 0.193 0.001 1.0 0.400
h6512 18523.8 0.149 0.103 1.0 0.400
h6513 17953.5 0.126 0.178 1.0 0.400
h6514 17844.7 0.316 0.258 1.0 0.400
h6515 20555.0 0.212 0.322 1.0 0.400
h6516 20747.2 0.272 0.412 1.0 0.400
h6517 19876.4 0.213 0.398 1.0 0.400
h6518 18884.5 0.130 0.360 1.0 0.400
h6519 20020.1 0.384 0.365 1.0 0.400
h6520 18987.9 0.160 0.262 1.0 0.400
h6521 16887.3 0.271 0.167 1.0 0.400
h6522 17012.8 0.222 0.136 1.0 0.400
h6523 16658.2 0.070 0.000 1.0 0.400
h6524 17749.6 0.129 0.000 1.0 0.400
h6525 14653.2 0.187 0.000 1.0 0.400
h6526 14598.2 0.161 0.015 1.0 0.400
h6527 15641.7 0.323 0.014 1.0 0.400
h6528 13887.3 0.273 0.000 1.0 0.400
h6529 14455.0 0.247 0.000 1.0 0.400
h6530 14312.2 0.209 0.000 1.0 0.400
h6531 13656.2 0.147 0.000 1.0 0.400
h6532 16493.2 0.229 0.041 1.0 0.400
h6533 15473.7 0.446 0.008 1.0 0.400
h6534 18158.6 0.251 0.003 1.0 0.400
h6535 19896.2 0.381 0.038 1.0 0.400
h6536 17058.7 0.189 0.080 1.0 0.400
h6537 21142.3 0.179 0.211 1.0 0.400
h6538 18605.6 0.159 0.240 1.0 0.400
h6539 20550.0 0.298 0.324 1.0 0.400
h6540 21288.5 0.169 0.409 1.0 0.400
h6541 19129.4 0.274 0.425 1.0 0.400
h6542 19717.8 0.122 0.365 1.0 0.400
h6543 18473.1 0.225 0.348 1.0 0.400
h6544 19246.1 0.232 0.213 1.0 0.400
h6545 19956.9 0.190 0.188 1.0 0.400
h6546 17285.0 0.254 0.098 1.0 0.400
h6547 17669.4 0.052 0.045 1.0 0.400
h6548 16169.3 0.230 0.000 1.0 0.400
h6549 16330.1 0.118 0.000 1.0 0.400
h6550 14461.7 0.067 0.023 1.0 0.400
h6551 15226.9 0.152 0.007 1.0 0.400
h6552 15714.5 0.155 0.016 1.0 0.400
h6553 16878.7 0.197 0.000 1.0 0.400
h6554 15893.9 0.229 0.000 1.0 0.400
h6555 16445.3 0.223 0.005 1.0 0.400
h6556 16845.4 0.179 0.000 1.0 0.400
h6557 16969.1 0.207 0.022 1.0 0.400
h6558 16949.5 0.053 0.000 1.0 0.400
h6559 17897.0 0.199 0.027 1.0 0.400
h6560 20867.4 0.155 0.064 1.0 0.400
h6561 21826.2 0.278 0.172 1.0 0.400
h6562 19531.5 0.136 0.237 1.0 0.400
h6563 21632.4 0.139 0.362 1.0 0.400
h6564 21681.4 0.051 0.393 1.0 0.400
h6565 22058.3 0.128 0.439 1.0 0.400
h6566 20430.2 0.151 0.341 1.0 0.400
h6567 20407.4 0.262 0.383 1.0 0.400
h6568 20990.6 0.359 0.265 1.0 0.400
h6569 20554.8 0.143 0.269 1.0 0.400
h6570 18801.5 0.174 0.162 1.0 0.400
h6571 18235.8 0.165 0.000 1.0 0.400
h6572 18965.5 0.292 0.013 1.0 0.400
h6573 16498.0 0.339 0.000 1.0 0.400
h6574 16080.9 0.360 0.007 1.0 0.400
h6575 16859.6 0.281 0.000 1.0 0.400
h6576 14668.3 0.298 0.000 1.0 0.400
h6577 16485.6 0.135 0.000 1.0 0.400
h6578 17783.9 0.144 0.000 1.0 0.400
h6579 15916.5 0.210 0.000 1.0 0.400
h6580 18035.4 0.089 0.000 1.0 0.400
h6581 17596.4 0.212 0.000 1.0 0.400
h6582 21937.8 0.051 0.000 1.0 0.400
h6583 19280.8 0.227 0.000 1.0 0.400
h6584 19942.7 0.193 0.119 1.0 0.400
h6585 22669.1 0.153 0.300 1.0 0.400
h6586 22219.7 0.031 0.331 1.0 0.400
h6587 21982.8 0.075 0.331 1.0 0.400
h6588 22898.6 0.201 0.388 1.0 0.400
h6589 22764.4 0.166 0.391 1.0 0.400
h6590 21156.8 0.267 0.397 1.0 0.400
h6591 20944.2 0.076 0.351 1.0 0.400
h6592 20364.1 0.274 0.250 1.0 0.400
h6593 20495.9 0.214 0.210 1.0 0.400
h6594 19376.6 0.294 0.096 1.0 0.400
h6595 18004.1 0.149 0.035 1.0 0.400
h6596 17417.0 0.232 0.000 1.0 0.400
h6597 17089.7 0.182 0.048 1.0 0.400
h6598 17578.0 0.191 0.012 1.0 0.400
h6599 16318.5 0.216 0.000 1.0 0.400
h6600 16399.8 0.242 0.032 1.0 0.400
h6601 15711.8 0.275 0.045 1.0 0.400
h6602 16683.0 0.280 0.000 1.0 0.400
h6603 14545.1 0.135 0.029 1.0 0.400
h6604 17688.4 0.098 0.032 1.0 0.400
h6605 17951.2 0.181 0.000 1.0 0.400
h6606 20559.9 0.107 0.019 1.0 0.400
h6607 19178.6 0.078 0.047 1.0 0.400
h6608 20664.9 0.289 0.079 1.0 0.400
h6609 20863.0 0.219 0.217 1.0 0.400
h6610 21977.2 0.143 0.306 1.0 0.400
h6611 22878.3 0.279 0.335 1.0 0.400
h6612 20581.1 0.147 0.403 1.0 0.400
h6613 22792.2 0.218 0.393 1.0 0.400
h6614 20973.0 0.163 0.408 1.0 0.400
h6615 22452.7 0.167 0.324 1.0 0.400
h6616 20156.5 0.188 0.330 1.0 0.400
h6617 19903.4 0.163 0.253 1.0 0.400
h6618 20222.3 0.174 0.116 1.0 0.400
h6619 16950.2 0.207 0.000 1.0 0.400
h6620 17348.5 0.157 0.021 1.0 0.400
h6621 15989.2 0.146 0.000 1.0 0.400
h6622 14905.1 0.288 0.000 1.0 0.400
h6623 15589.8 0.120 0.029 1.0 0.400
h6624 16404.6 0.241 0.009 1.0 0.400
h6625 14959.6 0.111 0.000 1.0 0.400
h6626 16613.1 0.168 0.010 1.0 0.400
h6627 17318.0 0.215 0.000 1.0 0.400
h6628 17309.1 0.118 0.000 1.0 0.400
h6629 18110.1 0.080 0.008 1.0 0.400
h6630 18742.9 0.246 0.040 1.0 0.400
h6631 19932.2 0.229 0.000 1.0 0.400
h6632 19052.4 0.098 0.126 1.0 0.400
h6633 18475.2 0.252 0.212 1.0 0.400
h6634 20848.9 0.138 0.249 1.0 0.400
h6635 21251.3 0.130 0.318 1.0 0.400
h6636 20181.7 0.171 0.384 1.0 0.400
h6637 20649.0 0.063 0.434 1.0 0.400
h6638 19611.5 0.222 0.396 1.0 0.400
h6639 20471.0 0.156 0.329 1.0 0.400
h6640 19537.2 0.251 0.257 1.0 0.400
h6641 18321.1 0.249 0.195 1.0 0.400
h6642 18730.7 0.158 0.135 1.0 0.400
h6643 15583.3 0.239 0.005 1.0 0.400
h6644 16215.5 0.105 0.000 1.0 0.400
h6645 15719.7 0.230 0.034 1.0 0.400
h6646 13541.9 0.108 0.016 1.0 0.400
h6647 15798.8 0.156 0.000 1.0 0.400
h6648 13415.7 0.198 0.080 1.0 0.400
h6649 13992.7 0.155 0.001 1.0 0.400
h6650 15560.9 0.230 0.000 1.0 0.400
h6651 15437.2 0.241 0.000 1.0 0.400
h6652 16036.8 0.313 0.000 1.0 0.400
h6653 18406.3 0.228 0.000 1.0 0.400
h6654 17004.6 0.311 0.000 1.0 0.400
h6655 18297.5 0.281 0.030 1.0 0.400
h6656 18561.1 0.162 0.168 1.0 0.400
h6657 18656.6 0.176 0.211 1.0 0.400
h6658 20469.7 0.301 0.296 1.0 0.400
h6659 19099.2 0.099 0.358 1.0 0.400
h6660 18861.7 0.234 0.455 1.0 0.400
h6661 21511.5 0.315 0.401 1.0 0.400
h6662 20745.8 0.085 0.397 1.0 0.400
h6663 19617.0 0.127 0.323 1.0 0.400
h6664 16697.6 0.244 0.311 1.0 0.400
h6665 18903.8 0.056 0.217 1.0 0.400
h6666 16901.3 0.188 0.108 1.0 0.400
h6667 14561.5 0.239 0.000 1.0 0.400
h6668 15232.4 0.096 0.000 1.0 0.400
h6669 14208.9 0.255 0.020 1.0 0.400
h6670 13977.5 0.185 0.030 1.0 0.400
h6671 13405.9 0.165 0.000 1.0 0.400
h6672 13873.6 0.156 0.025 1.0 0.400
h6673 12833.8 0.061 0.000 1.0 0.400
h6674 12688.5 0.161 0.008 1.0 0.400
h6675 13585.8 0.076 0.015 1.0 0.400
h6676 15284.7 0.181 0.014 1.0 0.400
h6677 16071.2 0.188 0.000 1.0 0.400
h6678 15361.0 0.262 0.000 1.0 0.400
h6679 16435.9 0.121 0.055 1.0 0.400
h6680 16887.9 0.251 0.074 1.0 0.400
h6681 18553.9 0.013 0.223 1.0 0.400
h6682 17975.0 0.199 0.324 1.0 0.400
h6683 18724.2 0.269 0.319 1.0 0.400
h6684 18818.1 0.234 0.416 1.0 0.400
h6685 18596.0 0.281 0.409 1.0 0.400
h6686 19321.6 0.089 0.417 1.0 0.400
h6687 17989.8 0.126 0.329 1.0 0.400
h6688 17463.0 0.168 0.337 1.0 0.400
h6689 17208.6 0.292 0.211 1.0 0.400
h6690 16396.8 0.249 0.131 1.0 0.400
h6691 15626.4 0.328 0.041 1.0 0.400
h6692 15020.0 0.236 0.000 1.0 0.400
h6693 16178.2 0.232 0.000 1.0 0.400
h6694 13466.1 0.231 0.000 1.0 0.400
h6695 13910.3 0.039 0.018 1.0 0.400
h6696 13542.1 0.183 0.014 1.0 0.400
h6697 14029.9 0.168 0.000 1.0 0.400
h6698 15175.2 0.185 0.000 1.0 0.400
h6699 14792.0 0.208 0.054 1.0 0.400
h6700 16285.5 0.256 0.000 1.0 0.400
h6701 15035.6 0.186 0.000 1.0 0.400
h6702 16398.9 0.268 0.036 1.0 0.400
h6703 19174.3 0.140 0.000 1.0 0.400
h6704 20850.4 0.165 0.147 1.0 0.400
h6705 18436.1 0.197 0.235 1.0 0.400
h6706 20013.4 0.063 0.316 1.0 0.400
h6707 20009.9 0.237 0.362 1.0 0.400
h6708 20474.8 0.271 0.428 1.0 0.400
h6709 19309.3 0.163 0.452 1.0 0.400
h6710 20380.3 0.041 0.458 1.0 0.400
h6711 19244.8 0.106 0.384 1.0 0.400
h6712 19003.5 0.234 0.317 1.0 0.400
h6713 19867.2 0.374 0.212 1.0 0.400
h6714 19487.5 0.225 0.152 1.0 0.400
h6715 16227.6 0.214 0.015 1.0 0.400
h6716 16116.5 0.106 0.000 1.0 0.400
h6717 15682.1 0.356 0.000 1.0 0.400
h6718 14963.1 0.063 0.000 1.0 0.400
h6719 15437.5 0.211 0.000 1.0 0.400
h6720 15251.8 0.152 0.005 1.0 0.400
h6721 15526.0 0.303 0.017 1.0 0.400
h6722 14531.0 0.319 0.000 1.0 0.400
h6723 16313.8 0.244 0.038 1.0 0.400
h6724 18368.0 0.103 0.000 1.0 0.400
h6725 18412.6 0.182 0.048 1.0 0.400
h6726 19567.1 0.209 0.000 1.0 0.400
h6727 20050.4 0.315 0.000 1.0 0.400
h6728 20119.7 0.092 0.177 1.0 0.400
h6729 19984.6 0.141 0.197 1.0 0.400
h6730 20894.2 0.204 0.297 1.0 0.400
h6731 22372.5 0.215 0.413 1.0 0.400
h6732 21863.2 0.139 0.430 1.0 0.400
h6733 22179.3 0.079 0.473 1.0 0.400
h6734 21666.8 0.345 0.400 1.0 0.400
h6735 21487.9 0.078 0.334 1.0 0.400
h6736 20766.2 0.153 0.258 1.0 0.400
h6737 20103.7 0.332 0.209 1.0 0.400
h6738 18120.5 0.215 0.121 1.0 0.400
h6739 17956.4 0.236 0.039 1.0 0.400
h6740 17616.2 0.187 0.099 1.0 0.400
h6741 17302.6 0.288 0.000 1.0 0.400
h6742 14448.6 0.270 0.060 1.0 0.400
h6743 15300.1 0.209 0.000 1.0 0.400
h6744 15758.9 0.141 0.025 1.0 0.400
h6745 15997.2 0.220 0.000 1.0 0.400
h6746 16746.2 0.208 0.015 1.0 0.400
h6747 17787.3 0.331 0.000 1.0 0.400
h6748 17295.7 0.245 0.000 1.0 0.400
h6749 17876.8 0.259 0.000 1.0 0.400
h6750 18856.4 0.203 0.013 1.0 0.400
h6751 20817.5 0.210 0.016 1.0 0.400
h6752 19813.1 0.187 0.132 1.0 0.400
h6753 21640.9 0.029 0.233 1.0 0.400
h6754 21430.5 0.110 0.332 1.0 0.400
h6755 22184.9 0.199 0.374 1.0 0.400
h6756 22132.8 0.143 0.431 1.0 0.400
h6757 23214.9 0.250 0.399 1.0 0.400
h6758 21245.7 0.192 0.449 1.0 0.400
h6759 22716.9 0.318 0.403 1.0 0.400
h6760 21232.9 0.233 0.326 1.0 0.400
h6761 20048.5 0.305 0.203 1.0 0.400
h6762 18075.8 0.063 0.115 1.0 0.400
h6763 18604.8 0.117 0.034 1.0 0.400
h6764 18007.7 0.167 0.009 1.0 0.400
h6765 18652.9 0.096 0.041 1.0 0.400
h6766 16364.0 0.259 0.044 1.0 0.400
h6767 18091.6 0.208 0.000 1.0 0.400
h6768 17386.6 0.130 0.000 1.0 0.400
h6769 17111.5 0.105 0.054 1.0 0.400
h6770 16935.7 0.293 0.061 1.0 0.400
h6771 17403.6 0.416 0.036 1.0 0.400
h6772 18186.8 0.210 0.000 1.0 0.400
h6773 18625.7 0.299 0.066 1.0 0.400
h6774 18802.3 0.209 0.040 1.0 0.400
h6775 19836.6 0.099 0.005 1.0 0.400
h6776 20534.4 0.332 0.127 1.0 0.400
h6777 21921.8 0.160 0.188 1.0 0.400
h6778 22997.9 0.000 0.288 1.0 0.400
h6779 21758.7 0.272 0.376 1.0 0.400
h6780 22175.7 0.194 0.393 1.0 0.400
h6781 20486.4 0.178 0.505 1.0 0.400
h6782 21588.7 0.154 0.438 1.0 0.400
h6783 22578.4 0.271 0.347 1.0 0.400
h6784 20832.7 0.167 0.276 1.0 0.400
h6785 18468.5 0.089 0.231 1.0 0.400
h6786 18059.9 0.133 0.094 1.0 0.400
h6787 17565.3 0.172 0.000 1.0 0.400
h6788 18693.6 0.196 0.021 1.0 0.400
h6789 16695.3 0.187 0.000 1.0 0.400
h6790 15675.1 0.223 0.000 1.0 0.400
h6791 16993.6 0.259 0.000 1.0 0.400
h6792 15309.7 0.285 0.011 1.0 0.400
h6793 16126.2 0.228 0.027 1.0 0.400
h6794 16801.8 0.208 0.000 1.0 0.400
h6795 16676.6 0.177 0.000 1.0 0.400
h6796 16262.1 0.285 0.000 1.0 0.400
h6797 18534.1 0.137 0.014 1.0 0.400
h6798 19022.2 0.271 0.046 1.0 0.400
h6799 19278.3 0.253 0.000 1.0 0.400
h6800 19228.0 0.213 0.159 1.0 0.400
h6801 19610.1 0.134 0.214 1.0 0.400
h6802 19932.7 0.126 0.389 1.0 0.400
h6803 21597.4 0.145 0.397 1.0 0.400
h6804 21119.2 0.171 0.455 1.0 0.400
h6805 21628.7 0.250 0.480 1.0 0.400
h6806 20263.2 0.317 0.468 1.0 0.400
h6807 19846.1 0.110 0.324 1.0 0.400
h6808 19565.2 0.223 0.304 1.0 0.400
h6809 18448.2 0.291 0.195 1.0 0.400
h6810 16962.9 0.220 0.142 1.0 0.400
h6811 16157.1 0.196 0.021 1.0 0.400
h6812 16204.3 0.109 0.023 1.0 0.400
h6813 15382.4 0.170 0.000 1.0 0.400
h6814 14619.6 0.147 0.000 1.0 0.400
h6815 14424.4 0.107 0.000 1.0 0.400
h6816 13715.8 0.199 0.000 1.0 0.400
h6817 15132.5 0.067 0.000 1.0 0.400
h6818 15169.4 0.211 0.000 1.0 0.400
h6819 15884.5 0.214 0.000 1.0 0.400
h6820 15259.2 0.212 0.013 1.0 0.400
h6821 14954.6 0.246 0.000 1.0 0.400
h6822 15795.9 0.179 0.000 1.0 0.400
h6823 18828.6 0.238 0.000 1.0 0.400
h6824 19624.9 0.101 0.096 1.0 0.400
h6825 20605.6 0.096 0.212 1.0 0.400
h6826 19084.0 0.135 0.339 1.0 0.400
h6827 20381.3 0.112 0.371 1.0 0.400
h6828 19401.4 0.275 0.392 1.0 0.400
h6829 19533.8 0.042 0.428 1.0 0.400
h6830 17750.9 0.250 0.439 1.0 0.400
h6831 18920.4 0.074 0.327 1.0 0.400
h6832 17802.9 0.243 0.350 1.0 0.400
h6833 18070.9 0.114 0.235 1.0 0.400
h6834 17760.2 0.246 0.139 1.0 0.400
h6835 15509.3 0.159 0.000 1.0 0.400
h6836 14905.9 0.230 0.029 1.0 0.400
h6837 14649.6 0.224 0.000 1.0 0.400
h6838 14018.5 0.190 0.000 1.0 0.400
h6839 13988.3 0.133 0.019 1.0 0.400
h6840 12752.3 0.129 0.042 1.0 0.400
h6841 14946.5 0.301 0.000 1.0 0.400
h6842 13475.1 0.137 0.005 1.0 0.400
h6843 13406.8 0.097 0.037 1.0 0.400
h6844 15950.7 0.103 0.000 1.0 0.400
h6845 15092.7 0.320 0.032 1.0 0.400
h6846 17266.8 0.066 0.019 1.0 0.400
h6847 17287.4 0.232 0.000 1.0 0.400
h6848 18500.9 0.325 0.142 1.0 0.400
h6849 18880.2 0.150 0.210 1.0 0.400
h6850 18872.5 0.206 0.344 1.0 0.400
h6851 18986.6 0.282 0.424 1.0 0.400
h6852 19808.3 0.169 0.442 1.0 0.400
h6853 19423.0 0.200 0.467 1.0 0.400
h6854 19848.9 0.228 0.505 1.0 0.400
h6855 18082.0 0.152 0.423 1.0 0.400
h6856 18789.0 0.188 0.320 1.0 0.400
h6857 16938.4 0.190 0.234 1.0 0.400
h6858 17306.4 0.221 0.110 1.0 0.400
h6859 15644.5 0.147 0.066 1.0 0.400
h6860 13666.7 0.241 0.000 1.0 0.400
h6861 15889.9 0.199 0.000 1.0 0.400
h6862 14804.3 0.182 0.000 1.0 0.400
h6863 13319.1 0.286 0.000 1.0 0.400
h6864 13291.8 0.157 0.011 1.0 0.400
h6865 14576.8 0.178 0.000 1.0 0.400
h6866 14850.4 0.218 0.021 1.0 0.400
h6867 14973.9 0.165 0.000 1.0 0.400
h6868 16973.7 0.193 0.036 1.0 0.400
h6869 16198.8 0.273 0.055 1.0 0.400
h6870 16983.7 0.118 0.003 1.0 0.400
h6871 18269.0 0.121 0.000 1.0 0.400
h6872 18195.1 0.264 0.104 1.0 0.400
h6873 18641.8 0.162 0.251 1.0 0.400
h6874 19983.4 0.144 0.351 1.0 0.400
h6875 19359.7 0.000 0.398 1.0 0.400
h6876 19429.6 0.108 0.478 1.0 0.400
h6877 19983.5 0.202 0.468 1.0 0.400
h6878 18975.0 0.309 0.429 1.0 0.400
h6879 20809.2 0.231 0.372 1.0 0.400
h6880 18076.5 0.212 0.372 1.0 0.400
h6881 19190.2 0.262 0.308 1.0 0.400
h6882 16256.4 0.200 0.107 1.0 0.400
h6883 17870.2 0.173 0.018 1.0 0.400
h6884 16200.6 0.165 0.015 1.0 0.400
h6885 16981.6 0.164 0.000 1.0 0.400
h6886 15683.5 0.098 0.035 1.0 0.400
h6887 15961.7 0.271 0.000 1.0 0.400
h6888 15426.9 0.313 0.031 1.0 0.400
h6889 14786.3 0.336 0.000 1.0 0.400
h6890 16191.6 0.104 0.003 1.0 0.400
h6891 15791.2 0.312 0.000 1.0 0.400
h6892 17681.4 0.094 0.000 1.0 0.400
h6893 17492.1 0.278 0.021 1.0 0.400
h6894 18204.4 0.343 0.002 1.0 0.400
h6895 17369.8 0.379 0.023 1.0 0.400
h6896 19661.1 0.174 0.082 1.0 0.400
h6897 20957.1 0.090 0.265 1.0 0.400
h6898 21552.7 0.250 0.308 1.0 0.400
h6899 21785.1 0.162 0.450 1.0 0.400
h6900 21753.5 0.045 0.491 1.0 0.400
h6901 22339.6 0.300 0.513 1.0 0.400
h6902 19963.3 0.074 0.453 1.0 0.400
h6903 21056.2 0.230 0.367 1.0 0.400
h6904 19457.7 0.195 0.345 1.0 0.400
h6905 20270.3 0.156 0.285 1.0 0.400
h6906 18941.6 0.180 0.148 1.0 0.400
h6907 18455.7 0.187 0.000 1.0 0.400
h6908 17629.0 0.079 0.000 1.0 0.400
h6909 18107.0 0.058 0.000 1.0 0.400
h6910 16305.5 0.313 0.037 1.0 0.400
h6911 14231.0 0.264 0.018 1.0 0.400
h6912 15239.7 0.171 0.000 1.0 0.400
h6913 17431.3 0.235 0.010 1.0 0.400
h6914 16561.8 0.247 0.000 1.0 0.400
h6915 18145.5 0.206 0.006 1.0 0.400
h6916 17632.9 0.142 0.011 1.0 0.400
h6917 18612.4 0.210 0.015 1.0 0.400
h6918 18801.6 0.221 0.019 1.0 0.400
h6919 20197.7 0.179 0.000 1.0 0.400
h6920 20494.7 0.317 0.164 1.0 0.400
h6921 21882.6 0.050 0.254 1.0 0.400
h6922 22079.9 0.181 0.352 1.0 0.400
h6923 23021.3 0.190 0.443 1.0 0.400
h6924 22125.7 0.280 0.480 1.0 0.400
h6925 21340.1 0.071 0.491 1.0 0.400
h6926 21761.7 0.167 0.460 1.0 0.400
h6927 20889.0 0.088 0.422 1.0 0.400
